Title,Explain,TestPoint,Answer,OptionA,OptionB,OptionC,OptionD,OptionE,StyleType,AllTestID,ATestID,SrcID,SbjID,CptID,章节名称,科目名称,试题名称
男，45岁。因“胃溃疡”行胃部分切除术，卧床7天后出现高热，咳脓血痰伴气促。查体：T39℃，P120次/分，R30次/分。双肺可闻及少许湿啰音。痰液涂片检查可见大量脓细胞，成堆排列的G[SBjia.gif]球菌，白细胞内也可见G[SBjia.gif]球菌。最可能感染的细菌是,"患者高热、咳脓血痰，痰培养可见大量脓细胞并成堆排列的革兰阳性球菌考虑为金黄色葡萄球菌感染。
　　【避错】脑膜炎奈瑟菌为革兰阴性双球菌。肺炎链球菌感染常见砖红色胶冻样痰，而非脓血痰。",,A,金黄色葡萄球菌,D族链球菌,A族链球菌,脑膜炎奈瑟菌,肺炎链球菌,ATEST,43024697,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。双上睑下垂伴四肢无力1年，晨轻暮重。治疗过程中出现呼吸困难、多汗、流涎、瞳孔缩小，最可能的原因是,"上睑下垂、四肢无力、晨轻暮重考虑重症肌无力。多汗、流涎、瞳孔缩小为胆碱能系统亢进表现。
　　【避错】重症肌无力治疗应用胆碱酯酶抑制剂，过量可出现胆碱能系统亢进症状。5-HT系统亢进可见瞳孔扩大。肾上腺能系统亢进典型表现为满月脸、水牛背、向心性肥胖、多血质、腹部可见紫纹、高血压等。",,E,5-HT系统亢进,重症肌无力危象,胆碱能系统抑制,肾上腺素能系统抑制,胆碱能系统亢进,ATEST,43024698,,3,18,898,历年真题,历年真题,2017年真题第二单元
心理评估师给患者进行心理评估时，向患者出示了三张意义含糊的图片，并请他根据对图片内容的理解讲一个较为完成的故事，医生由此可以推测患者的个性特征和心理问题。该测验方法属于,"投射法是指个人把自己的思想、态度、情绪或特征等，不自觉地反应于外界的事物或人的一种心理作用。测试所用的刺激多为意义不明确的各种图形或数字，让受测者在不受限制的情境下，自然做出反应，由对反应结果的分析来推断受测者的人格。
　　【避错】记忆型题。",,D,调查法,作业法,观察法,投射法,问卷法,ATEST,43024699,,3,18,898,历年真题,历年真题,2017年真题第二单元
女，30岁。腹痛、腹泻伴里急后重3天。最初为稀便，2天后为黏液脓血便，偶见片状灰白色膜状物排出。此病变最可能的炎症类型是,"腹痛伴里急后重，排黏液脓血便考虑为细菌性痢疾，细菌性痢疾属于纤维素性炎症。
　　【避错】①变质性炎症主要特征是组织细胞内发生严重的变性，坏死，而渗出和增生过程则较轻微。②出血性炎特征为血管损伤严重，渗出物含大量红细胞，常见于流行性出血热，钩端螺旋体病和鼠疫等。③浆液性炎症是以浆液渗出为主的炎症，好发于黏膜、浆膜、疏松结缔组织，发生于黏膜者可引起浆液性卡他性炎。④化脓性炎是以中性白细胞大量渗出为主并伴有不同程度的组织坏死和脓液形成的炎症。",,A,纤维素性炎,变质性炎,出血性炎,浆液性炎,化脓性炎,ATEST,43024700,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，25岁。高热1周，头疼，呕吐，血常规Hb87g/L，WBC33.2×10[SB9.gif]/L，Plt56.0×10[SB9.gif]/L，骨髓细胞学检查见分类不明的原始、幼稚细胞占0.82，为鉴别该细胞的来源，目前最准确的检查技术是,"骨髓有核红细胞占全部有核细胞20%以下，原始细胞≥30%，诊断为急性白血病。该患者现出现头痛、呕吐等中枢神经系统受侵症状，急性白血病中容易侵犯中枢神经系统的类型是急性淋巴细胞白血病，该病首选的检查是糖原染色。
　　【避错】①急淋白血病糖原染色阳性呈块状。②急粒白血病髓过氧化物酶强阳性。③非特异性酯酶阳性，能被NaF抑制>50%，见于急单白血病。",,B,细胞非特异性脂酶染色,细胞糖原染色,流式细胞术检查,染色体检查,细胞髓过氧化物酶染色,ATEST,43024701,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，68岁。反复咳嗽，咳痰20余年，气短5年。患者长期使用吸入糖皮质激素及支气管舒张剂治疗，近1周症状控制欠满意，联合使用某药物治疗后，出现排尿困难。该患者近来增加的药物最可能的,"患者老年男性反复咳嗽咳痰20余年，气短5年考虑诊断为慢性阻塞性肺疾病，治疗应使用支气管扩张药。M受体拮抗剂的副作用是尿潴留、排尿困难，所以前列腺增生患者慎用M受体拮抗剂。
　　【避错】氨茶碱的全身副作用包括对中枢神经的和心脏的兴奋作用，不会出现尿潴留。β[XB2.gif]受体激动剂通过兴奋气道平滑肌和肥大细胞膜表面的β[XB2.gif]受体，舒张气道平滑肌、减少肥大细胞和嗜碱性粒细胞脱颗粒及其介质的释放、降低微血管的通透性、增加气道上皮纤毛的摆动等缓解哮喘症状。",,B,茶碱类,M受体拮抗剂,β[XB2.gif]受体激动剂,口服糖皮质激素,祛痰,ATEST,43024702,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，57岁。心前区疼痛2年，多于安静状态发生，近日于睡眠中突发心前区疼痛。查心电图ST段抬高，冠脉造影见一过性狭窄。予硝苯地平治疗的主要药理学依据是,"该患常睡眠中突发心前区疼痛，心电示ST段抬高，冠脉造影可见一过性狭窄，考虑为变异型心绞痛。变异型心绞痛治疗首选硝苯地平。
　　【避错】变异型心绞痛特征为静息心绞痛，表现为一过性ST段呈弓背向上抬高。其发病机制是冠状动脉痉挛。由于钙拮抗剂能阻断血管平滑肌细胞钙离子内流，扩张冠状动脉，解除冠状动脉痉挛，增加冠脉血流量，故临床上将其作为变异型心绞痛患者的首选药物。",,A,选择性扩张外冠状动脉，增加心肌供血,显著减慢心率，降低心肌耗氧量,选择性增加心内膜膜下心肌供氧,显著抑制心肌收缩力，降低心肌耗氧量,抑制或逆转心肌肥厚，降低心肌耗氧量,ATEST,43024703,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，70岁。因脑出血1小时入院，病情危重。医生建议立即手术，并告知家属手术可能存在的风险，不手术则会有生命危险。家属因经济困难，示意医生只需作简单处置，放弃救治，听任其死亡，但拒绝对此签字。此时医生应选择的最佳决策是,"根据《医疗机构管理条例》无法取得患者意见又无家属或关系人同意时，经治医师应当提出医疗处置方案，在取得医疗机构负责人或者被授权负责人员的批准后实施。
　　【避错】自己处理不了的事情应该及时向上级领导汇报，请示上级领导的处理意见。",,C,一定要家属签字，否则让患者转院,听从家属决定，并在病历上如实记录家属意见,征求医院领导意见并与家属充分沟通，确定符合实际的救治手段,提请法院作出决策,不考虑家属意见，医生直接手术,ATEST,43024704,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，12岁。因频发时轻时重的口吃就诊，经晤谈，心理治疗师认为患儿的口吃症状与其父母感情不好，总在他面前争吵并动辄以离婚相威胁有关，遂要求三人一起接受心理治疗，并采用了循环提问等技术，该心理治疗法称为,"家庭疗法，是以家庭以对象而施行的心理治疗方法。协调家庭各成员间的人际关系，通过交流，扮演角色，建立联盟，达到认同等方式，运用家庭各成员之间的个性、行为模式相互影响互为连锁的效应，改进家庭心理功能，促进家庭成员的心理健康。该治疗方法适用于家庭危机、子女学习困难，子女行为障碍。
　　【避错】精神分析疗法是对于潜意识和人格发展提出来的；人本主义疗法是让来访者处于治疗的中心地位，依靠调动来访者的自身潜力来治愈疾病；行为疗法是根据行为学习及条件反射理论，消除和纠正异常，并建立一种新的条件反射和行为的治疗方法；认知疗法是通过认知和行为技术来改变患者不良认知的治疗方法。",,A,家庭治疗,精神分析疗法,人本主义疗法,行为疗法,认知疗法,ATEST,43024705,,3,18,898,历年真题,历年真题,2017年真题第二单元
20世纪90年代。某地水源污染引发一起传染病爆发流行。在80万人的供水范围内。有40.3万人罹患经自来水传播的隐孢子病。此次突发公共卫生事件突出体现的特点是,"广泛人群在此次突发公共事件中受到影响，此为突发公共卫生事件的普遍性。
　　【避错】突发公共卫生事件是指突然发生，造成或者可能造成社会公众健康严重损害的重大传染病疫情、群体性不明原因疾病、重大食物和职业中毒以及其他严重影响公众健康的事件。其特点包括：突发性、普遍性、非常规性。",,B,局限性,普遍性,常规性,散发性,聚集性,ATEST,43024706,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。平素体健。为抢救一外伤的幼儿献血100ml，如果不考虑交感/副交感神经兴奋性，最可能的血压，心率变化是,"献血200ml一般不会出现心率血压的改变。
　　【避错】一般在快速、大量（超过总血量的30%~35%）失血而不能及时纠正的情况下出现心率血压的变化。",,A,心率和血压均无明显变化,血压升高，心率加快,血压升高，心率减慢,血压降低，心率加快,血压降低，心率减慢,ATEST,43024707,,3,18,898,历年真题,历年真题,2017年真题第二单元
女，16岁。发热伴头痛，恶心2天，于8月10日入院。呕吐3次，为胃内容物。查体：T39.6℃，BP120/80mmHg。精神萎靡，定向力差。颈抵抗（+），克氏症及巴氏征均阳性。该患者病变最严重的部位是,"患者头痛、发热、呕吐，再加上精神差，问话不能回答，颈抵抗，克氏征及巴氏征阳性，可诊断为脑膜脑炎，该病病变最严重的部位是在大脑皮质及丘脑。
　　【避错】小脑受累主要出现头晕症状，查体有共济失调体征。脑干病变不会出现脑膜刺激征阳性体征。",,D,大脑皮质和小脑,小脑和丘脑,小脑和脊髓,大脑皮质及丘脑,延髓和桥脑,ATEST,43024708,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。右足底外伤5小时，伤口深，及时彻底清创后，TAT（破伤风抗毒素）皮试阳性。首先考虑给予注射,"患者TAT皮试阳性，先采用脱敏注射的方法，如果仍有过敏反应出现，再予以注射人体破伤风免疫球蛋白。
　　【避错】脱敏注射法是给过敏试验阳性者多次少量注射药液，以达到脱敏目的的方法。由于破伤风抗毒素的特异性，没有可替代的药物，对试验结果为阳性的患者，在一定时间内，可用少量抗原多次消耗体内的抗体，使其全部消耗，最终将全部药液注射后，患者不产生过敏反应。",,B,人体破伤风免疫球蛋白,破伤风抗毒素（脱敏注射）,青霉素,破伤风类毒素,白喉、百日咳、破伤风三联疫苗,ATEST,43024709,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，35岁。1小时前车祸外伤出血，出血量约为1000ml。查体：BP100/70mmHg，体重70kg，面色苍白，心率125次/分。该患者受伤后机体首先发生的反应是,"患者外伤大量出血，循环血量降低，引起血压降低、心率增快，是由于压力感受器传入冲动减少，使迷走紧张降低，交感紧张加强，于是心率加快，心输出量增加、外周血管阻力增高。外周血管阻力增加可减少血液向外周流动，从而使血压升高，此为大量失血后的代偿机制。
　　【避错】大量失血时，脑和心脏的血管扩张以保证重要器官的血液灌注量。",,E,外周血管阻力降低,循环血液中儿茶酚胺减少,外周血管阻力不变,脑和心脏的血管收缩,外周血管阻力增加,ATEST,43024710,,3,18,898,历年真题,历年真题,2017年真题第二单元
女，72岁。乏力、面色苍白1年。40年前行胃大部切除术。查体：T36.5℃，P90次/分，R16次/分，BP110/80mmHg，皮肤及睑结膜苍白，双肺呼吸音清，心律齐，各瓣膜听诊区未闻及杂音，腹软，上腹部见一长约7cm陈旧性手术瘢痕，全腹无压痛及反跳痛，未触及包块。实验室检查：Hb70gL，粪隐血（-）。胃镜：吻合口炎症。与病人贫血有关的因素不包括,"壁细胞分泌盐酸和内因子，内因子可与维生素B[XB12.gif]结合促进后者在回肠的吸收，胃大部切除致壁细胞减少，内因子缺乏影响维生素B[XB12.gif]的吸收致贫血；亚铁离子和叶酸主要在十二指肠吸收。胃大部切除术是残胃与空肠的吻合，影响了铁和叶酸的吸收，也会引起贫血。
　　【避错】胃蛋白酶由胃腺的主细胞合成，以酶原颗粒形式分泌，经胃液中盐酸激活后，具有消化蛋白质的能力。",,A,胃蛋白酶缺乏,铁缺乏,胃酸缺乏,叶酸缺乏,维生素B[XB12.gif]缺乏,ATEST,43024711,,3,18,898,历年真题,历年真题,2017年真题第二单元
某县医院在处方检查中发现某医师开具了3张超常处方，医院领导询问其原因，该医师未能作出合理解释。于是，医院根据相关规定对其作出了处理。该处理是,"医疗机构应当对出现超常处方3次以上且无正当理由的医师提出警告，限制其处方权；限制处方权后，仍连续2次以上出现超常处方且无正当理由的，取消其处方权。
　　【避错】记忆性题。",,B,责令暂停执业,限制处方权,取消处方权,记过,吊销医师证,ATEST,43024712,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，57岁。反复咳嗽，咳痰10余年，加重伴喘憋3年余。吸烟10年，20支/日。查体：桶状胸，双肺呼吸音低，叩诊过清音，未闻及干湿啰音。动脉血气分析：pH7.39，PaO[XB2.gif]65mmHg，PaCO[XB2.gif]43mmHg，肺功能检查：FEV[XB1.gif]占预计值52%，FEV[XB1.gif]/FVC51%，造成该患者通气功能障碍的主要病理生理机制是,"老年男性反复咳嗽咳痰10余年、喘息3年考虑诊断为COPD，现患者伴有低氧血症（PO[XB2.gif]65mmHg），低氧血症发生的机制为弥散障碍。
　　【避错】慢性阻塞性肺疾病因肺组织广泛损害而肺弥散面积减少时可出现低氧血症，而非肺弥散面积增大。肺脏无效通气量增大可出现肺弥散减低。",,E,肺内功能性分流减少,肺脏弹性阻力减少,肺弥散面积增大,肺脏非弹性阻力减少,肺脏无效腔减少,ATEST,43024713,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。血AFP明显升高1个月。有慢性乙型肝炎病史10年。腹部B超发现肝内有3个实性结节，最大径分别为0.5cm，0.7cm，和1.2cm，周围肝组织是明显的肝硬化改变，术后病理为原发性肝细胞性肝癌，其分型属于,"患者肝脏术中病理为原发性肝细胞肝癌，腹部彩超肝内可见多个实性结节，考虑为结节型肝癌。
　　【避错】弥漫性肝癌指肿瘤病变较为弥散，本题题干中提到肝内仅有3个实性结节。小肝癌>2cm，大肝癌>5cm，巨大肝癌>lOcm。故不选A、B、D、E。",,C,大肝癌,弥漫型肝癌,结节型肝癌,小肝癌,巨块型肝癌,ATEST,43024714,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，17岁。发热伴乏力，纳差，眼黄，尿黄5天。实验室检查：ALT860U/L，AST620U/L，TBiL60μmol/L。经常在街边小摊进餐。曾注射乙肝疫苗。本患者所患疾病的病原属于,"该患者既往常街边小摊进食，现发生急性肝损伤，且曾注射过乙肝疫苗，诊断为甲型肝炎，甲肝病毒是单股正链RNA病毒。
　　【避错】甲型H[XB1.gif]N[XB1.gif]流感病毒为单股负链RNA病毒。可引起病毒性胃肠炎的轮状病毒为双股RNA病毒。乙型肝炎病毒是DNA病毒。",,C,单股负链RNA病毒,双股RNA病毒,单股正链RNA病毒,DNA病毒,小RNA病毒,ATEST,43024715,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，35岁。其妻在一场车祸中丧生，其后患者表现为依赖性增强，兴趣变得狭窄，以自我为中心。心理医生认为患者的表现属于应激反应。这类应激反应属于,"自我防御反应指人们在面对挫折和焦虑时启动的自我保护机制，它主要通过对现实的歪曲来维持心理平衡。
　　【避错】由肾上腺素引起的反应有时被称为“战斗或逃跑”反应。行为退缩反应主要见于儿童时期。认知反应就是发生于传播活动过程之中或之后的积极思考过程或活动。情绪反应（emotional response）指某种情绪状态下所引起的机体内部与外部的变化。",,E,“或战或逃”反应,情绪反应,行为退缩反应,认知反应,自我防御反应,ATEST,43024716,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，35岁。感冒后出现双下肢无力，感觉消失伴尿潴留1天。查体：肌张力低，腱反射消失，双侧剑突以下感觉消失，病理征未引出。患者运动障碍的机制是,"青年男性既往感染史，突发双下肢无力、感觉消失、尿潴留，查体存在感觉障碍平面，诊断为急性脊髓炎。脊髓炎运动障碍的机制是脊髓突然失去高位中枢的调节。
　　【避错】脊髓横断伤时脊髓损伤偏于一侧，同侧出现深度感觉及运动障碍，对侧出现痛温觉障碍。",,A,脊髓突然失去高位中枢的调节,脊髓高位中枢损伤性刺激,脊髓高位中枢抑制减弱,脊髓横断面损伤性刺激,脊髓高位中枢过度抑制,ATEST,43024717,,3,18,898,历年真题,历年真题,2017年真题第二单元
某县医院医师张某在一个考核周期内开具不合理处方达5次以上，被认定考核不合格。县卫生计生行政部门根据《执业医师法》责令其暂停一定期限的执业活动并接受培训。该期限是,"培训3~6个月。
　　【避错】一般处罚6~12个月。",,B,3~9个月,3~6个月,1~6个月,6~12个月,1~3个月,ATEST,43024718,,3,18,898,历年真题,历年真题,2017年真题第二单元
某县医院因收治多例人感染高致病性禽流感患者未按规定报告受到行政处罚。为此，该医院积极整改，加强《传染病防治法》的宣传，并落实各项传染病防治任务，不属于医院应承担的任务是,"县级医院的任务不包括流行病学调查。
　　【避错】记忆性题。",,A,开展流行病学调查,承担责任区域内传染病预防工作,承担医疗活动中与医院感染有关的威胁因素检测,防止传染病的医源性感染,防止传染病的医院感染,ATEST,43024719,,3,18,898,历年真题,历年真题,2017年真题第二单元
回肠及部分空肠切除术后出现腹泻，每日10余次稀水样便，进食后加剧。腹泻原因主要是,"回肠和空肠是肠道吸收的主要部位，切除后减少消化吸收面积，食物中不能被消化分解的大分子物质使肠道处于高渗状态，导致水分潴留，进而出现腹泻。
　　【避错】理解性题。",,D,肠道感染,分泌增加,消化不良,吸收不良,肠蠕动加快,ATEST,43024720,,3,18,898,历年真题,历年真题,2017年真题第二单元
某癌症患者，心里状态较差且预后不良，治疗过程中需要家属的积极配合。对此，医生关于患者的最佳告知方式是,"对于患者的病情，如患者不能承受，医生应如实告知家属并让家属适度告知患者本人。
　　【避错】临床工作中告知患者病情时要本着如实告知并估计患者本人的感受。",,B,告知家属部分病情并向患者保密,告知家属实情并对患者适度告知,告知患者部分病情并向家属保密,直接告知患者实情,告知患者及家属实情,ATEST,43024721,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，35岁。田间耕作时被带锈铁钉刺伤右足，伤口约3cm，自行包扎未就医。6天后患者出现全身乏力，头晕，头痛，并觉张口困难，颈强直（+），头后仰，角弓反张。对造成该疾病的致病菌特点的描述，正确的是,"铁钉扎伤后出现发作性抽搐考虑破伤风，破伤风杆菌属于厌氧菌。
　　【避错】破伤风梭菌菌体细长，而非球菌。破伤风梭菌的治病毒素通常为破伤风痉挛毒素，属于外毒素。其繁殖体为革兰氏阳性，带上芽胞的菌体易转为革兰氏阴性。",,C,细菌形态为球菌,致病菌素主要为内毒素,感染必须具有缺氧环境,革兰染色阴性,芽胞对热、干燥不耐受,ATEST,43024722,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。乏力、双下肢水肿2年。母亲及哥哥患有乙型肝炎多年。查体：T36.5℃，P80次/分。R18次/分，BP120/80mmHg。前胸可见数个蜘蛛痣，可见肝掌，双肺呼吸音清，未闻及干湿性啰音，心率80次/分，心律齐，未闻及杂音，腹软，肝肋下未触及，脾肋下5cm。血ALB28g/L。如果该患者行肝穿刺活组织病理检查，最可能存在的特征性肝脏组织学病理改变的是,"患者，中年男性。既往慢性乙肝病史，现出现蜘蛛痣及肝掌，考虑肝硬化。假小叶形成是肝硬化患者的典型病理改变。
　　【避错】假小叶形成是肝硬化的特征性病理改变。其余四项病理改变见于肝炎。",,E,肝细胞桥接坏死,肝细胞脂肪样变,肝细胞碎片状坏死,肝细胞气球样变,假小叶形成,ATEST,43024723,,3,18,898,历年真题,历年真题,2017年真题第二单元
,,,E,按乙类管理的丙类传染病,丙类传染病,甲类传染病,按甲类管理的乙类传染病,乙类传染病,A3TEST,43025087,,3,18,898,历年真题,历年真题,2017年真题第二单元
,,,B,（20/120）×100%=16.7%,（40/60）×100%=66.7%,［（40+20）/120］×100%=50.0%,（40/120）×100%=33.3%,（20/60）×100%=33.3%,A3TEST,43025088,,3,18,898,历年真题,历年真题,2017年真题第二单元
,,,C,吡格列酮,格列齐特,二甲双胍,西格列汀,阿卡波糖,A3TEST,43025089,,3,18,898,历年真题,历年真题,2017年真题第二单元
,,,B,微小病变型,新月体性肾小球肾炎,系膜增生性肾小球肾炎,毛细血管内增生性肾小球肾炎,膜性肾病,A3TEST,43025090,,3,18,898,历年真题,历年真题,2017年真题第二单元
可以引起人类呼吸道、胃肠道、泌尿道及眼部感染的病毒是,,,D,呼吸道合胞病毒,风疹病毒,腮腺炎病毒,腺病毒,麻疹病毒,BTEST,43025091,,3,18,898,历年真题,历年真题,2017年真题第二单元
防止心房颤动患者血栓形成的药物是,,,D,普萘洛尔,环丙沙星,阿托品,华法林,洋地黄,BTEST,43025092,,3,18,898,历年真题,历年真题,2017年真题第二单元
重症急性胰腺炎患者出现血压下降，给予快速补液后，患者可出现的临床表现是,,,C,动脉血压升高，尿量减少,动脉血压降低，尿量减少,动脉血压升高，尿量增加,动脉血压降低，尿量增加,动脉血压和尿量无明显变化,BTEST,43025093,,3,18,898,历年真题,历年真题,2017年真题第二单元
皮下脂肪瘤的常见肉眼形态是,,,A,分叶状,乳头状,结节状,囊状,菜花样,BTEST,43025094,,3,18,898,历年真题,历年真题,2017年真题第二单元
三羧酸循环的中间产物是,,,C,HMG-CoA,乙酰乙酰CoA,琥珀酰CoA,丙酰CoA,丙二酰CoA,BTEST,43025095,,3,18,898,历年真题,历年真题,2017年真题第二单元
反映一组观察值离散程度最好的指标是,,,A,标准差,四分位数间距,算术均数,几何均数,中位数,BTEST,43025096,,3,18,898,历年真题,历年真题,2017年真题第二单元
分枝杆菌感染引起的疾病是,,,D,肺孢子菌感染,病毒性肺炎,大叶性肺炎,肺结核病,小叶性肺炎,BTEST,43025097,,3,18,898,历年真题,历年真题,2017年真题第二单元
对中止执业活动达到一定年限的医师，应当注销其执业注册，该年限是,,,A,2年,3年,1年,4年,5年,BTEST,43025098,,3,18,898,历年真题,历年真题,2017年真题第二单元
属于核黄素活性形式的物质是,,,B,ADP,FAD,UTP,NADH,NADPH,BTEST,43025099,,3,18,898,历年真题,历年真题,2017年真题第二单元
即能产生抗体又能提呈抗原的免疫细胞是,,,A,B淋巴细胞,树突状细胞,NK细胞,巨噬细胞,T淋巴细胞,BTEST,43025100,,3,18,898,历年真题,历年真题,2017年真题第二单元
体格检查的伦理要求是,,,E,平等相待，廉洁奉公,积极进取，保证安全,精诚团结，密切协作,耐心倾听，正确引导,关心体贴，减少痛苦,BTEST,43025101,,3,18,898,历年真题,历年真题,2017年真题第二单元
